% ID         RA         Dec       Ebv      Gal Long  Gal Lat    Ecl Long  Ecl Lat   Entry
000057     18.62069  -60.25000    0.02     297.2190  -56.8638   336.9612  -59.2697     56
000058     31.03448  -60.25000    0.02     286.9279  -54.7487   345.4150  -63.9379     57
000059     43.44828  -60.25000    0.02     278.9314  -50.9304   354.8827  -68.7958     58
000060     55.86207  -60.25000    0.03     273.5199  -45.9319     6.4481  -73.7253     59
000061     68.27586  -60.25000    0.03     270.3892  -40.2206    22.9002  -78.4991     60
000062     80.68966  -60.25000    0.02     269.1040  -34.1553    52.3144  -82.4542     61
000063     93.10345  -60.25000    0.04     269.2970  -28.0067   103.8147  -83.5402     62
000064    105.51724  -60.25000    0.10     270.7051  -21.9895   144.8925  -80.6611     63
000065    117.93103  -60.25000    0.17     273.1504  -16.2884   166.2475  -76.1552     64
000066    130.34483  -60.25000    0.16     276.5093  -11.0740   179.7076  -71.2616     65
000067    142.75862  -60.25000    0.27     280.6833   -6.5103   190.0249  -66.3493     66
000068    155.17241  -60.25000    1.75     285.5716   -2.7551   198.8996  -61.5744     67
000069    167.58621  -60.25000    0.69     291.0494    0.0466   207.0522  -57.0335     68
000070    180.00000  -60.25000    0.40     296.9534    1.7749   214.8366  -52.8026     69
000071    192.41379  -60.25000    0.46     303.0813    2.3499   222.4454  -48.9490     70
000072    204.82759  -60.25000    3.48     309.2062    1.7439   229.9896  -45.5349     71
000073    217.24138  -60.25000    1.18     315.1014   -0.0140   237.5329  -42.6179     72
000074    229.65517  -60.25000    7.17     320.5656   -2.8425   245.1088  -40.2496     73
000075    242.06897  -60.25000    0.33     325.4365   -6.6210   252.7290  -38.4745     74
000076    254.48276  -60.25000    0.13     329.5902  -11.2039   260.3898  -37.3273     75
000077    266.89655  -60.25000    0.07     332.9264  -16.4333   268.0766  -36.8314     76
000078    279.31034  -60.25000    0.12     335.3460  -22.1450   275.7689  -36.9970     77
000079    291.72414  -60.25000    0.11     336.7247  -28.1681   283.4450  -37.8207     78
000080    304.13793  -60.25000    0.05     336.8825  -34.3175   291.0867  -39.2855     79
000081    316.55172  -60.25000    0.05     335.5537  -40.3772   298.6844  -41.3622     80
000082    328.96552  -60.25000    0.03     332.3685  -46.0748   306.2413  -44.0109     81
000083    341.37931  -60.25000    0.02     326.8914  -51.0486   313.7793  -47.1833     82
000084    353.79310  -60.25000    0.02     318.8266  -54.8286   321.3454  -50.8246     83
000085      0.00000  -53.05000    0.01     319.1943  -62.7859   332.1289  -47.1566     84
000086     10.58824  -53.05000    0.02     305.3055  -64.3203   339.8731  -51.0005     85
000087     21.17647  -53.05000    0.03     290.9307  -63.5073   348.0475  -55.0440     86
000088     31.76471  -53.05000    0.03     278.8935  -60.5515   356.9141  -59.2147     87
000089     42.35294  -53.05000    0.01     270.3310  -56.0449     6.8882  -63.4191     88
000090     52.94118  -53.05000    0.01     264.8956  -50.5726    18.6452  -67.5225     89
000091     63.52941  -53.05000    0.01     261.8390  -44.5558    33.2706  -71.3086     90
000092     74.11765  -53.05000    0.02     260.5279  -38.2730    52.2649  -74.4076     91
000093     84.70588  -53.05000    0.06     260.5286  -31.9140    76.5140  -76.2414     92
000094     95.29412  -53.05000    0.07     261.5659  -25.6203   103.4860  -76.2414     93
000095    105.88235  -53.05000    0.13     263.4723  -19.5095   127.7351  -74.4076     94
000096    116.47059  -53.05000    0.22     266.1490  -13.6902   146.7294  -71.3086     95
000097    127.05882  -53.05000    0.64     269.5385   -8.2704   161.3548  -67.5225     96
000098    137.64706  -53.05000    0.65     273.6035   -3.3620   173.1118  -63.4191     97
000099    148.23529  -53.05000    1.20     278.3083    0.9185   183.0859  -59.2147     98
000100    158.82353  -53.05000    0.60     283.6014    4.4526   191.9525  -55.0440     99
000101    169.41176  -53.05000    0.29     289.4008    7.1270   200.1269  -51.0005    100
000102    180.00000  -53.05000    0.19     295.5836    8.8447   207.8711  -47.1566    101
000103    190.58824  -53.05000    0.25     301.9872    9.5370   215.3555  -43.5730    102
000104    201.17647  -53.05000    0.21     308.4215    9.1747   222.6934  -40.3037    103
000105    211.76471  -53.05000    0.41     314.6928    7.7732   229.9602  -37.3974    104
000106    222.35294  -53.05000    0.52     320.6278    5.3896   237.2049  -34.8987    105
000107    232.94118  -53.05000    2.56     326.0905    2.1137   244.4567  -32.8472    106
000108    243.52941  -53.05000    0.55     330.9867   -1.9452   251.7296  -31.2767    107
000109    254.11765  -53.05000    0.20     335.2567   -6.6692   259.0259  -30.2141    108
000110    264.70588  -53.05000    0.16     338.8619  -11.9408   266.3398  -29.6780    109
000111    275.29412  -53.05000    0.08     341.7672  -17.6464   273.6602  -29.6780    110
000112    285.88235  -53.05000    0.08     343.9235  -23.6773   280.9741  -30.2141    111
000113    296.47059  -53.05000    0.05     345.2478  -29.9256   288.2704  -31.2767    112
000114    307.05882  -53.05000    0.05     345.5975  -36.2779   295.5433  -32.8472    113
000115    317.64706  -53.05000    0.05     344.7363  -42.6021   302.7951  -34.8987    114
000116    328.23529  -53.05000    0.01     342.2860  -48.7271   310.0398  -37.3974    115
000117    338.82353  -53.05000    0.01     337.6771  -54.4079   317.3066  -40.3037    116
000118    349.41176  -53.05000    0.01     330.1701  -59.2736   324.6445  -43.5730    117
000119      0.00000  -45.85000    0.01     327.5347  -69.1507   337.7182  -41.1712    118
000120      9.47368  -45.85000    0.02     309.0779  -71.4190   345.3012  -44.7419    119
000121     18.94737  -45.85000    0.01     288.6987  -70.8007   353.2555  -48.4411    120
000122     28.42105  -45.85000    0.02     272.4870  -67.5380     1.7529  -52.2023    121
000123     37.89474  -45.85000    0.02     262.1035  -62.5837    11.0264  -55.9438    122
000124     47.36842  -45.85000    0.01     256.0895  -56.7232    21.3877  -59.5595    123
000125     56.84211  -45.85000    0.01     252.8917  -50.4058    33.2304  -62.9062    124
000126     66.31579  -45.85000    0.01     251.5185  -43.8770    46.9789  -65.7890    125
000127     75.78947  -45.85000    0.02     251.3976  -37.2827    62.8965  -67.9566    126
000128     85.26316  -45.85000    0.05     252.2040  -30.7217    80.7056  -69.1365    127
000129     94.73684  -45.85000    0.06     253.7542  -24.2714    99.2944  -69.1365    128
000130    104.21053  -45.85000    0.12     255.9488  -18.0017   117.1035  -67.9566    129
000131    113.68421  -45.85000    0.18     258.7395  -11.9823   133.0211  -65.7890    130
000132    123.15789  -45.85000    0.85     262.1097   -6.2874   146.7696  -62.9062    131
000133    132.63158  -45.85000    2.05     266.0599   -0.9995   158.6123  -59.5595    132
000134    142.10526  -45.85000    0.80     270.5963    3.7899   168.9736  -55.9438    133
000135    151.57895  -45.85000    0.13     275.7171    7.9802   178.2471  -52.2023    134
000136    161.05263  -45.85000    0.17     281.3988   11.4650   186.7445  -48.4411    135
000137    170.52632  -45.85000    0.10     287.5817   14.1391   194.6988  -44.7419    136
000138    180.00000  -45.85000    0.14     294.1600   15.9093   202.2818  -41.1712    137
000139    189.47368  -45.85000    0.08     300.9813   16.7066   209.6193  -37.7855    138
000140    198.94737  -45.85000    0.14     307.8600   16.4977   216.8040  -34.6350    139
000141    208.42105  -45.85000    0.10     314.6019   15.2914   223.9032  -31.7653    140
000142    217.89474  -45.85000    0.10     321.0325   13.1370   230.9649  -29.2179    141
000143    227.36842  -45.85000    0.12     327.0180   10.1151   238.0212  -27.0305    142
000144    236.84211  -45.85000    0.26     332.4724    6.3253   245.0915  -25.2367    143
000145    246.31579  -45.85000    0.89     337.3526    1.8744   252.1844  -23.8648    144
000146    255.78947  -45.85000   17.95     341.6458   -3.1331   259.2998  -22.9372    145
000147    265.26316  -45.85000    0.41     345.3553   -8.6000   266.4313  -22.4694    146
000148    274.73684  -45.85000    0.12     348.4862  -14.4387   273.5687  -22.4694    147
000149    284.21053  -45.85000    0.05     351.0337  -20.5704   280.7002  -22.9372    148
000150    293.68421  -45.85000    0.08     352.9699  -26.9231   287.8156  -23.8648    149
000151    303.15789  -45.85000    0.05     354.2281  -33.4279   294.9085  -25.2367    150
000152    312.63158  -45.85000    0.03     354.6793  -40.0130   301.9788  -27.0305    151
000153    322.10526  -45.85000    0.03     354.0906  -46.5940   309.0351  -29.2179    152
000154    331.57895  -45.85000    0.02     352.0509  -53.0571   316.0968  -31.7653    153
000155    341.05263  -45.85000    0.01     347.8390  -59.2238   323.1960  -34.6350    154
000156    350.52632  -45.85000    0.01     340.2334  -64.7804   330.3807  -37.7855    155
000157      3.76926  -38.65000    0.02     333.0586  -76.7062   345.5141  -36.4019    156
000158     12.25000  -38.65000    0.01     303.0000  -78.7500   352.8007  -39.7127    157
000159     20.73074  -38.65000    0.02     272.9414  -76.7062     0.4078  -43.0776    158
000160     29.21148  -38.65000    0.02     255.7659  -71.9201     8.4492  -46.4384    159
000161     37.69222  -38.65000    0.02     247.4254  -65.9996    17.0615  -49.7262    160
000162     46.17296  -38.65000    0.02     243.4544  -59.6287    26.4027  -52.8579    161
000163     54.65370  -38.65000    0.02     241.7647  -53.0738    36.6388  -55.7323    162
000164     63.13444  -38.65000    0.01     241.4089  -46.4569    47.9126  -58.2279    163
000165     71.61519  -38.65000    0.01     241.9264  -39.8467    60.2818  -60.2065    164
000166     80.09593  -38.65000    0.04     243.0805  -33.2908    73.6343  -61.5278    165
000167     88.57667  -38.65000    0.05     244.7473  -26.8287    87.6258  -62.0776    166
000168     97.05741  -38.65000    0.09     246.8659  -20.4980   101.7166  -61.8026    167
000169    105.53815  -38.65000    0.19     249.4130  -14.3387   115.3338  -60.7299    168
000170    114.01889  -38.65000    0.36     252.3904   -8.3953   128.0564  -58.9568    169
000171    122.49963  -38.65000    0.87     255.8166   -2.7193   139.6981  -56.6188    170
000172    131.10733  -38.65000    0.53     259.7832    2.7062   150.4199  -53.8131    171
000173    139.84200  -38.65000    0.15     264.3479    7.7905   160.3050  -50.6569    172
000174    148.57667  -38.65000    0.10     269.4889   12.3614   169.3658  -47.3060    173
000175    157.31133  -38.65000    0.08     275.2226   16.3182   177.7788  -43.8562    174
000176    166.04600  -38.65000    0.13     281.5334   19.5531   185.6999  -40.3862    175
000177    174.78067  -38.65000    0.11     288.3576   21.9600   193.2585  -36.9619    176
000178    183.51533  -38.65000    0.09     295.5725   23.4468   200.5596  -33.6402    177
000179    192.25000  -38.65000    0.07     303.0000   23.9500   207.6872  -30.4715    178
000180    200.98467  -38.65000    0.06     310.4275   23.4468   214.7070  -27.5016    179
000181    209.71933  -38.65000    0.08     317.6424   21.9600   221.6698  -24.7725    180
000182    218.45400  -38.65000    0.09     324.4666   19.5531   228.6134  -22.3233    181
000183    227.18867  -38.65000    0.08     330.7774   16.3182   235.5639  -20.1897    182
000184    235.92333  -38.65000    0.31     336.5111   12.3614   242.5375  -18.4038    183
000185    244.65800  -38.65000    0.67     341.6521    7.7905   249.5411  -16.9936    184
000186    253.39267  -38.65000    0.66     346.2168    2.7062   256.5742  -15.9816    185
000187    262.00037  -38.65000    8.76     350.1834   -2.7193   263.5274  -15.3903    186
000188    270.48111  -38.65000    0.25     353.6096   -8.3953   270.3894  -15.2114    187
000189    278.96185  -38.65000    0.10     356.5870  -14.3387   277.2507  -15.4360    188
000190    287.44259  -38.65000    0.43     359.1341  -20.4980   284.0994  -16.0606    189
000191    295.92333  -38.65000    0.16       1.2527  -26.8287   290.9260  -17.0753    190
000192    304.40407  -38.65000    0.08       2.9195  -33.2908   297.7245  -18.4642    191
000193    312.88481  -38.65000    0.04       4.0736  -39.8467   304.4946  -20.2062    192
000194    321.36556  -38.65000    0.09       4.5911  -46.4569   311.2432  -22.2759    193
000195    329.84630  -38.65000    0.02       4.2353  -53.0738   317.9847  -24.6438    194
000196    338.32704  -38.65000    0.01       2.5456  -59.6287   324.7428  -27.2772    195
000197    346.80778  -38.65000    0.01     358.5746  -65.9996   331.5514  -30.1408    196
000198    355.28852  -38.65000    0.01     350.2341  -71.9201   338.4557  -33.1962    197
000199      0.62682  -31.45000    0.01       8.4038  -79.1039   346.8701  -28.8431    198
000200      8.37561  -31.45000    0.01     341.8662  -84.7293   353.6762  -31.8792    199
000201     16.12439  -31.45000    0.02     264.1338  -84.7293     0.6874  -34.9557    200
000202     23.87318  -31.45000    0.02     237.5962  -79.1039     7.9705  -38.0273    201
000203     31.62196  -31.45000    0.02     231.1666  -72.6735    15.6010  -41.0427    202
000204     39.37075  -31.45000    0.02     229.3097  -66.0960    23.6604  -43.9442    203
000205     47.11954  -31.45000    0.02     229.1370  -59.4874    32.2308  -46.6657    204
000206     54.86832  -31.45000    0.01     229.7926  -52.8883    41.3849  -49.1325    205
000207     62.61711  -31.45000    0.04     230.9466  -46.3214    51.1685  -51.2624    206
000208     70.36589  -31.45000    0.01     232.4533  -39.8043    61.5774  -52.9692    207
000209     78.11468  -31.45000    0.02     234.2463  -33.3535    72.5334  -54.1710    208
000210     85.86346  -31.45000    0.03     236.2992  -26.9867    83.8715  -54.8013    209
000211     93.61225  -31.45000    0.06     238.6088  -20.7237    95.3532  -54.8222    210
000212    101.36104  -31.45000    0.08     241.1875  -14.5877   106.7092  -54.2322    211
000213    109.10982  -31.45000    0.17     244.0592   -8.6065   117.6972  -53.0673    212
000214    116.85861  -31.45000    1.09     247.2579   -2.8135   128.1465  -51.3922    213
000215    124.70617  -31.45000    0.15     250.8740    2.8198   138.0944  -49.2590    214
000216    132.65250  -31.45000    0.17     254.9740    8.2321   147.5085  -46.7423    215
000217    140.59883  -31.45000    0.10     259.5724   13.2859   156.3070  -43.9552    216
000218    148.54517  -31.45000    0.06     264.7250   17.9034   164.5678  -40.9787    217
000219    156.49150  -31.45000    0.06     270.4761   21.9936   172.3794  -37.8836    218
000220    164.43783  -31.45000    0.06     276.8436   25.4541   179.8296  -34.7321    219
000221    172.38417  -31.45000    0.06     283.7996   28.1778   186.9992  -31.5790    220
000222    180.33050  -31.45000    0.06     291.2535   30.0629   193.9595  -28.4729    221
000223    188.27683  -31.45000    0.07     299.0446   31.0282   200.7722  -25.4580    222
000224    196.22317  -31.45000    0.07     306.9554   31.0282   207.4891  -22.5752    223
000225    204.16950  -31.45000    0.05     314.7465   30.0629   214.1531  -19.8623    224
000226    212.11583  -31.45000    0.07     322.2004   28.1778   220.7983  -17.3552    225
000227    220.06217  -31.45000    0.13     329.1564   25.4541   227.4508  -15.0875    226
000228    228.00850  -31.45000    0.21     335.5239   21.9936   234.1288  -13.0903    227
000229    235.95483  -31.45000    0.11     341.2750   17.9034   240.8432  -11.3921    228
000230    243.90117  -31.45000    0.31     346.4276   13.2859   247.5978  -10.0181    229
000231    251.84750  -31.45000    0.28     351.0260    8.2321   254.3902   -8.9891    230
000232    259.79383  -31.45000    1.36     355.1260    2.8198   261.2126   -8.3215    231
000233    267.64139  -31.45000    0.79     358.7421   -2.8135   267.9681   -8.0273    232
000234    275.39018  -31.45000    0.23       1.9408   -8.6065   274.6429   -8.0975    233
000235    283.13896  -31.45000    0.12       4.8125  -14.5877   281.3082   -8.5250    234
000236    290.88775  -31.45000    0.12       7.3912  -20.7237   287.9517   -9.3032    235
000237    298.63654  -31.45000    0.12       9.7008  -26.9867   294.5636  -10.4203    236
000238    306.38532  -31.45000    0.08      11.7537  -33.3535   301.1383  -11.8596    237
000239    314.13411  -31.45000    0.09      13.5467  -39.8043   307.6751  -13.6005    238
000240    321.88289  -31.45000    0.05      15.0534  -46.3214   314.1794  -15.6187    239
000241    329.63168  -31.45000    0.02      16.2074  -52.8883   320.6630  -17.8872    240
000242    337.38046  -31.45000    0.02      16.8630  -59.4874   327.1443  -20.3764    241
000243    345.12925  -31.45000    0.02      16.6903  -66.0960   333.6493  -23.0548    242
000244    352.87804  -31.45000    0.01      14.8334  -72.6735   340.2109  -25.8889    243
000245      1.16039  -24.25000    0.03      48.0380  -79.5376   350.8741  -22.5923    244
000246      8.55346  -24.25000    0.02      75.6123  -85.4187   357.5260  -25.5164    245
000247     15.94654  -24.25000    0.03     170.3877  -85.4187     4.3348  -28.4551    246
000248     23.33961  -24.25000    0.01     197.9620  -79.5376    11.3500  -31.3667    247
000249     30.73268  -24.25000    0.01     206.4267  -73.0847    18.6242  -34.2058    248
000250     38.12575  -24.25000    0.03     211.1456  -66.5393    26.2102  -36.9230    249
000251     45.51882  -24.25000    0.02     214.5826  -59.9766    34.1576  -39.4638    250
000252     52.91189  -24.25000    0.02     217.4613  -53.4229    42.5058  -41.7698    251
000253     60.30496  -24.25000    0.05     220.0759  -46.8932    51.2759  -43.7788    252
000254     67.69804  -24.25000    0.04     222.5746  -40.3993    60.4605  -45.4285    253
000255     75.09111  -24.25000    0.04     225.0461  -33.9525    70.0139  -46.6602    254
000256     82.48418  -24.25000    0.03     227.5526  -27.5653    79.8473  -47.4248    255
000257     89.87725  -24.25000    0.05     230.1444  -21.2513    89.8337  -47.6892    256
000258     97.27032  -24.25000    0.10     232.8673  -15.0272    99.8228  -47.4417    257
000259    104.66339  -24.25000    0.19     235.7669   -8.9125   109.6635  -46.6933    258
000260    112.05646  -24.25000    0.52     238.8922   -2.9315   119.2278  -45.4765    259
000261    119.39571  -24.25000    0.17     242.2711    2.8444   128.3601  -43.8530    260
000262    126.68114  -24.25000    0.10     245.9562    8.3828   137.0225  -41.8886    261
000263    133.96657  -24.25000    0.10     250.0365   13.6826   145.2747  -39.6326    262
000264    141.25200  -24.25000    0.14     254.5833   18.6889   153.1354  -37.1444    263
000265    148.53743  -24.25000    0.05     259.6710   23.3339   160.6416  -34.4804    264
000266    155.82286  -24.25000    0.06     265.3694   27.5358   167.8399  -31.6928    265
000267    163.10829  -24.25000    0.05     271.7302   31.1981   174.7809  -28.8297    266
000268    170.39371  -24.25000    0.10     278.7661   34.2135   181.5151  -25.9349    267
000269    177.67914  -24.25000    0.05     286.4266   36.4719   188.0903  -23.0487    268
000270    184.96457  -24.25000    0.10     294.5772   37.8741   194.5505  -20.2087    269
000271    192.25000  -24.25000    0.07     303.0000   38.3500   200.9351  -17.4501    270
000272    199.53543  -24.25000    0.12     311.4228   37.8741   207.2786  -14.8063    271
000273    206.82086  -24.25000    0.08     319.5734   36.4719   213.6103  -12.3091    272
000274    214.10629  -24.25000    0.09     327.2339   34.2135   219.9542   -9.9892    273
000275    221.39171  -24.25000    0.10     334.2698   31.1981   226.3285   -7.8756    274
000276    228.67714  -24.25000    0.12     340.6306   27.5358   232.7460   -5.9958    275
000277    235.96257  -24.25000    0.22     346.3290   23.3339   239.2138   -4.3751    276
000278    243.24800  -24.25000    0.18     351.4167   18.6889   245.7331   -3.0363    277
000279    250.53343  -24.25000    0.39     355.9635   13.6826   252.2998   -1.9989    278
000280    257.81886  -24.25000    0.35       0.0438    8.3828   258.9052   -1.2786    279
000281    265.10429  -24.25000    0.67       3.7289    2.8444   265.5367   -0.8865    280
000282    272.44354  -24.25000    1.71       7.1078   -2.9315   272.2280   -0.8296    281
000283    279.83661  -24.25000    0.23      10.2331   -8.9125   278.9629   -1.1162    282
000284    287.22968  -24.25000    0.14      13.1327  -15.0272   285.6757   -1.7434    283
000285    294.62275  -24.25000    0.12      15.8556  -21.2513   292.3523   -2.7012    284
000286    302.01582  -24.25000    0.13      18.4474  -27.5653   298.9823   -3.9745    285
000287    309.40889  -24.25000    0.05      20.9539  -33.9525   305.5598   -5.5440    286
000288    316.80196  -24.25000    0.06      23.4254  -40.3993   312.0848   -7.3867    287
000289    324.19504  -24.25000    0.05      25.9241  -46.8932   318.5629   -9.4769    288
000290    331.58811  -24.25000    0.04      28.5387  -53.4229   325.0060  -11.7863    289
000291    338.98118  -24.25000    0.02      31.4174  -59.9766   331.4321  -14.2849    290
000292    346.37425  -24.25000    0.02      34.8544  -66.5393   337.8648  -16.9411    291
000293    353.76732  -24.25000    0.02      39.5733  -73.0847   344.3338  -19.7217    292
000294      1.62711  -17.05000    0.03      77.3221  -75.7386   354.5176  -16.2488    293
000295      8.70904  -17.05000    0.02     104.7265  -79.1454     0.9812  -19.0622    294
000296     15.79096  -17.05000    0.02     141.2735  -79.1454     7.5583  -21.8699    295
000297     22.87289  -17.05000    0.02     168.6779  -75.7386    14.2864  -24.6344    296
000298     29.95482  -17.05000    0.03     184.3543  -70.6524    21.2035  -27.3161    297
000299     37.03675  -17.05000    0.03     193.8575  -64.8952    28.3456  -29.8726    298
000300     44.11868  -17.05000    0.04     200.3449  -58.8462    35.7446  -32.2593    299
000301     51.20061  -17.05000    0.07     205.2449  -52.6582    43.4241  -34.4295    300
000302     58.28254  -17.05000    0.04     209.2468  -46.4031    51.3955  -36.3353    301
000303     65.36446  -17.05000    0.04     212.7177  -40.1204    59.6521  -37.9294    302
000304     72.44639  -17.05000    0.08     215.8730  -33.8354    68.1664  -39.1681    303
000305     79.52832  -17.05000    0.07     218.8512  -27.5670    76.8868  -40.0138    304
000306     86.61025  -17.05000    0.11     221.7500  -21.3312    85.7405  -40.4392    305
000307     93.69218  -17.05000    0.18     224.6452  -15.1437    94.6391  -40.4299    306
000308    100.77411  -17.05000    0.48     227.6018   -9.0209   103.4889  -39.9861    307
000309    107.85604  -17.05000    1.12     230.6802   -2.9817   112.2019  -39.1230    308
000310    114.91235  -17.05000    0.13     233.9298    2.9306   120.6757  -37.8735    309
000311    121.94304  -17.05000    0.08     237.4136    8.6904   128.8629  -36.2791    310
000312    128.97374  -17.05000    0.07     241.2152   14.2859   136.7684  -34.3791    311
000313    136.00443  -17.05000    0.05     245.4169   19.6751   144.3864  -32.2196    312
000314    143.03513  -17.05000    0.06     250.1122   24.8043   151.7282  -29.8474    313
000315    150.06583  -17.05000    0.06     255.4049   29.6049   158.8170  -27.3084    314
000316    157.09652  -17.05000    0.06     261.4018   33.9903   165.6841  -24.6462    315
000317    164.12722  -17.05000    0.04     268.1979   37.8541   172.3649  -21.9022    316
000318    171.15791  -17.05000    0.09     275.8472   41.0711   178.8964  -19.1151    317
000319    178.18861  -17.05000    0.04     284.3216   43.5058   185.3154  -16.3218    318
000320    185.21930  -17.05000    0.05     293.4690   45.0302   191.6571  -13.5572    319
000321    192.25000  -17.05000    0.04     303.0000   45.5500   197.9544  -10.8548    320
000322    199.28070  -17.05000    0.08     312.5310   45.0302   204.2369   -8.2469    321
000323    206.31139  -17.05000    0.08     321.6784   43.5058   210.5307   -5.7649    322
000324    213.34209  -17.05000    0.08     330.1528   41.0711   216.8577   -3.4391    323
000325    220.37278  -17.05000    0.12     337.8021   37.8541   223.2351   -1.2992    324
000326    227.40348  -17.05000    0.09     344.5982   33.9903   229.6750    0.6267    325
000327    234.43417  -17.05000    0.12     350.5951   29.6049   236.1840    2.3118    326
000328    241.46487  -17.05000    0.21     355.8878   24.8043   242.7630    3.7318    327
000329    248.49557  -17.05000    0.44       0.5831   19.6751   249.4069    4.8651    328
000330    255.52626  -17.05000    0.28       4.7848   14.2859   256.1054    5.6939    329
000331    262.55696  -17.05000    0.24       8.5864    8.6904   262.8437    6.2046    330
000332    269.58765  -17.05000    0.65      12.0702    2.9306   269.6033    6.3887    331
000333    276.64396  -17.05000    1.30      15.3198   -2.9817   276.3888    6.2421    332
